4850
1201	1213	1118
0	2	0
4044	4162	3
4178	4340	122
0	14	0
82	166	15
210	346	100
0	2676	0
4252	4348	2677
5331	5370	2774
8218	8286	2814
9793	9905	2883
11603	11826	2996
20204	20284	3220
23061	23198	3301
23638	23726	3439
24203	24257	3528
26621	26674	3583
27328	27498	3637
0	2675	0
4251	8285	2676
9792	9904	6711
11602	11825	6824
20203	20283	7048
23060	23197	7129
23637	23725	7267
24202	24256	7356
26620	26673	7411
27327	27462	7465
0	1178	0
2754	2850	1179
3833	6788	1276
8295	8407	4232
10105	10328	4345
18706	18786	4569
21563	21700	4650
22140	22228	4788
22705	22759	4877
25123	25176	4932
25830	25949	4986
0	1136	0
2712	2808	1137
3791	3830	1234
6678	6746	1274
8253	8365	1343
10063	10286	1456
16257	16316	1680
18664	18744	1740
21521	21658	1821
22098	22186	1959
22663	22717	2048
25081	25134	2103
25788	25898	2157
0	1458	0
1978	2142	1459
4377	4437	1624
6632	6687	1685
7997	8054	1741
10670	10743	1799
13989	14102	1873
15915	15960	1987
17750	17824	2033
18508	19591	2108
0	112	0
344	508	113
2743	2803	278
4998	5053	339
6363	6420	395
9036	9109	453
12355	12468	527
14281	14326	641
16874	17954	687
0	169	0
2364	2419	170
3729	3786	226
6402	6475	284
9721	9834	358
11647	11692	472
13482	13556	518
14240	16843	593
0	169	0
2364	2419	170
3729	3786	226
6402	6475	284
9721	9834	358
11647	11692	472
14240	16843	518
0	53	0
2248	2303	54
3613	3670	110
6286	6359	168
9605	9718	242
11531	11576	356
13366	13440	402
14124	14202	477
14257	14306	556
0	428	0
4215	4274	429
58496	58546	489
232959	233075	540
238327	238408	657
254140	254220	739
257000	257079	820
258050	258156	900
260703	260740	1007
263064	263206	1045
266273	266343	1188
267963	268051	1259
282839	282903	1348
288850	288952	1413
293474	293604	1516
295045	295170	1647
302919	303008	1773
303644	303801	1863
305492	305654	2021
308903	308979	2184
310920	311036	2261
314335	314472	2378
316025	318993	2516
0	41	0
131	181	42
174594	174710	93
179962	180043	210
195775	195855	292
198635	198714	373
199685	199791	453
202338	202375	560
204699	204841	598
207908	207978	741
209598	209686	812
224474	224538	901
230485	230587	966
235109	235239	1069
236680	236805	1200
244554	244643	1326
245279	245436	1416
247127	247289	1574
252555	252671	1737
255970	256107	1854
257660	257785	1992
0	240	0
115702	115818	241
121070	121151	358
136883	136963	440
139743	139822	521
140793	140899	601
143446	143483	708
145807	145949	746
149016	149086	889
150706	150794	960
165582	165646	1049
171593	171695	1114
176217	176347	1217
177788	177913	1348
185662	185751	1474
186387	186544	1564
188235	188397	1722
191646	191722	1885
193663	193779	1962
197078	197215	2079
198768	201737	2217
0	118	0
115580	115696	119
120948	121029	236
136761	136841	318
139621	139700	399
140671	140777	479
143324	143361	586
145685	145827	624
148894	148964	767
150584	150672	838
165460	165524	927
171471	171573	992
176095	176225	1095
177666	177791	1226
185540	185629	1352
186265	186422	1442
188113	188275	1600
193541	193657	1763
196956	197093	1880
198646	201615	2018
0	254	0
113400	113516	255
118768	118849	372
134581	134661	454
137441	137520	535
138491	138597	615
141144	141181	722
143505	143647	760
146714	146784	903
148404	148492	974
163280	163344	1063
169291	169393	1128
173915	174045	1231
175486	175611	1362
183360	183449	1488
184085	184242	1578
185933	186095	1736
191361	191477	1899
194776	194913	2016
196466	196591	2154
0	68	0
62413	62529	69
67781	67862	186
83594	83674	268
86454	86533	349
87504	87610	429
90157	90194	536
92518	92660	574
95727	95797	717
97417	97505	788
112293	112357	877
118304	118406	942
122928	123058	1045
124499	124624	1176
132373	132462	1302
133098	133255	1392
134946	135108	1550
138357	138433	1713
140374	140490	1790
143789	143834	1907
0	337	0
61541	61657	338
66909	66990	455
82722	82802	537
85582	85661	618
86632	86738	698
89285	89322	805
91646	91788	843
94855	94925	986
96545	96633	1057
111421	111485	1146
117432	117534	1211
122056	122186	1314
123627	123752	1445
131501	131590	1571
132226	132383	1661
134074	134236	1819
137485	137561	1982
139502	139618	2059
142917	143054	2176
144607	147577	2314
0	308	0
66880	66961	309
82693	82773	391
85553	85632	472
86603	86709	552
89256	89293	659
91617	91759	697
94826	94896	840
96516	96604	911
111392	111456	1000
117403	117505	1065
122027	122157	1168
123598	123723	1299
131472	131561	1425
132197	132354	1515
134045	134207	1673
137456	137532	1836
139473	139589	1913
142888	143025	2030
144578	147547	2168
0	70	0
7817	7820	71
9529	9625	75
10268	10400	172
10735	10759	305
0	27	0
1765	1778	28
4264	4272	42
4447	4461	51
6250	6284	66
13430	13463	101
0	225	0
8960	9046	226
9891	9973	313
11049	11130	396
12050	12085	478
13692	13750	514
14956	14985	573
16264	16787	603
0	86	0
1851	2230	87
2242	2560	467
0	300	0
1907	2023	301
3291	3550	418
3657	3906	678
4963	5120	928
0	624	0
934	1094	625
1318	1813	786
2490	2622	1282
0	10	0
425	607	11
1098	1362	194
2337	2471	459
3191	3252	594
3373	3434	656
5023	5199	718
6229	6358	895
7940	8213	1025
0	205	0
696	960	206
1935	2069	471
2789	2850	606
2971	3032	668
4624	4797	730
5827	5956	904
7538	7811	1034
0	2348	0
7209	7435	2349
7842	7957	2576
8079	8343	2692
0	2860	0
4389	4615	2861
5022	5137	3088
5259	5523	3204
0	88	0
191056	191190	89
356377	356505	224
402722	402750	353
419745	419865	382
420366	420415	503
432085	432225	553
437387	437542	694
438984	439034	850
439822	439880	901
442026	442077	960
449249	449391	1012
452004	452096	1155
454884	455070	1248
469079	469221	1435
471553	471636	1578
473072	473222	1662
476808	476963	1813
485980	486152	1969
501000	501110	2142
504081	504093	2253
0	76	0
0	99	0
0	721	0
118353	118481	722
164698	164726	851
181721	181841	880
182342	182391	1001
194061	194201	1051
199363	199518	1192
200960	201010	1348
201798	201856	1399
204002	204053	1458
211225	211367	1510
213980	214072	1653
216860	217046	1746
231055	231197	1933
233529	233612	2076
235048	235198	2160
238784	238939	2311
247956	248128	2467
262976	263132	2640
0	121	0
157	426	122
448	643	392
1462	1626	588
5945	6069	753
12259	12466	878
14980	15117	1086
0	5969	0
9901	9975	5970
12730	13005	6045
14391	14478	6321
43177	43320	6409
89794	89910	6553
110695	110837	6670
149238	149360	6813
0	218	0
675	5846	219
9778	9852	5391
12607	12882	5466
14268	14355	5742
43054	43197	5830
89671	89787	5974
110572	110714	6091
150399	151169	6234
0	25	0
1994	2293	26
3655	3742	326
32441	32584	414
79058	79174	558
99959	100101	675
138502	139437	818
0	25	0
1994	2293	26
3655	3742	326
32441	32584	414
99959	100101	558
139786	140556	701
0	646	0
1355	1654	647
3016	3103	947
31802	31945	1035
62648	62686	1179
78419	78535	1218
99320	99462	1335
139147	139917	1478
0	3698	0
216437	216586	3699
242243	242414	3849
431685	431819	4021
500057	500512	4156
0	105	0
0	132	0
0	6	0
19486	19649	7
179846	180074	171
243497	243618	400
389608	389691	522
458988	459103	606
612129	612265	722
832258	832319	859
846079	846228	921
1013591	1013674	1071
1045309	1045426	1155
1050710	1050822	1273
0	167	0
160364	160592	168
224018	224136	397
370126	370209	516
439506	439621	600
592647	592783	716
812776	812837	853
994109	994192	915
1025827	1025944	999
1031228	1031340	1117
0	903	0
36054	36318	904
93166	93335	1169
101052	101213	1339
101527	101680	1501
104435	104537	1655
106622	106697	1758
108886	109084	1834
111358	111452	2033
0	903	0
36054	36318	904
93166	93335	1169
101052	101213	1339
101527	101680	1501
104435	104537	1655
106622	106697	1758
108886	109020	1834
109072	109084	1969
111358	111452	1982
0	20	0
1360	1539	21
3266	3372	201
4263	4385	308
6298	6457	431
7337	7453	591
8949	9019	708
10298	10489	779
12977	13057	971
13724	13824	1052
16802	16948	1153
17754	17850	1300
21229	21295	1397
22273	22351	1464
22555	22688	1543
23172	23333	1677
25650	25799	1839
27060	27326	1989
29219	29302	2256
29390	29489	2340
31200	31316	2440
34834	34991	2557
40627	40773	2715
43898	44140	2862
59461	60824	3105
71053	71243	4469
157680	158623	4660
0	20	0
1360	1539	21
3266	3372	201
4263	4385	308
6298	6457	431
7337	7453	591
8949	9019	708
10298	10489	779
12977	13057	971
13724	13824	1052
17754	17850	1153
21229	21295	1250
22273	22351	1317
22555	22688	1396
23172	23333	1530
25650	25799	1692
27060	27326	1842
29219	29302	2109
29390	29489	2193
31200	31316	2293
34834	34991	2410
40627	40773	2568
43898	44140	2715
59461	60824	2958
71053	71243	4322
157680	158623	4513
0	129	0
2055	2095	130
2183	2245	171
3983	4114	234
7635	7682	366
0	539	0
5157	5292	540
6636	6742	676
11543	11657	783
13249	13388	898
15164	15284	1038
17689	17807	1159
18932	19094	1278
19982	20127	1441
23583	23742	1587
29623	29801	1747
31494	31642	1926
32744	32837	2075
35949	36069	2169
37908	37982	2290
38560	38700	2365
40828	40934	2506
46395	46540	2613
47148	47562	2759
0	57	0
4675	6260	58
11061	11175	1644
12767	12906	1759
14682	14802	1899
17207	17325	2020
18450	18612	2139
19500	19645	2302
23101	23260	2448
29141	29319	2608
31012	31160	2787
32262	32355	2936
35467	35587	3030
37426	37500	3151
38078	38218	3226
40346	40452	3367
45913	46058	3474
46666	47066	3620
0	4046	0
9428	9527	4047
12560	12672	4147
13621	13729	4260
22316	22530	4369
22650	22747	4584
52398	52515	4682
53359	53527	4800
55560	55714	4969
58044	58147	5124
98782	99301	5228
0	126	0
0	1092	0
2760	2863	1093
9452	9606	1197
11869	12037	1352
17400	17514	1521
19124	19230	1636
20705	20919	1743
22009	22117	1958
22998	23110	2067
27109	27208	2180
32619	34474	2280
0	1595	0
3255	3354	1596
5128	5240	1696
8027	8135	1809
11840	12054	1918
15606	15715	2133
15953	16067	2243
16950	17118	2358
18076	18230	2527
19730	19833	2682
25729	26139	2786
0	431	0
2091	2190	432
3964	4076	532
6863	6971	645
10676	10890	754
14442	14551	969
14789	14903	1079
15786	15954	1194
16912	17002	1363
17004	17033	1454
17035	17065	1484
18566	18669	1515
24565	25055	1619
0	430	0
2090	2189	431
6862	6970	531
10675	10889	640
14441	14550	855
14788	14902	965
15785	15953	1080
16911	17065	1249
18565	18668	1404
24564	25070	1508
0	1788	0
2940	3009	1789
3965	4114	1859
7781	7967	2009
10232	10419	2196
10988	11134	2384
11899	12013	2531
13205	13341	2646
14062	14296	2783
15520	15666	3018
15951	16158	3165
18064	18225	3373
20919	21068	3535
22961	23179	3685
23691	23947	3904
24273	24392	4161
25133	25259	4281
26591	26781	4408
27803	27939	4599
32183	32280	4736
32531	32661	4834
33683	33898	4965
34344	34431	5181
34671	34846	5269
34925	35068	5445
35626	35796	5589
37981	38176	5760
39987	40088	5956
41066	41167	6058
43405	43584	6160
44985	45153	6340
45583	45698	6509
46311	46488	6625
46937	47084	6803
47676	47813	6951
52293	52436	7089
53761	53901	7233
56183	56347	7374
61633	61736	7539
62554	62719	7643
62874	63036	7809
65486	65591	7972
67673	67802	8078
69004	69136	8208
73888	73986	8341
75836	75960	8440
84777	84916	8565
104141	104445	8705
0	977	0
0	63	0
1683	1781	64
1892	2067	163
2376	2509	339
4246	4305	473
4640	4704	533
6632	6687	598
8540	8625	654
10201	10270	740
10778	10921	810
11070	11146	954
12817	12917	1031
14464	14552	1132
14704	14827	1221
15597	15636	1345
17826	17899	1385
18192	18271	1459
0	2888	0
3668	3899	2889
9453	9639	3121
9939	9990	3308
0	359	0
1139	1370	360
6924	7110	592
8145	8248	779
0	248	0
1407	1492	249
1703	1831	335
2775	2872	464
3261	3371	562
3667	3848	673
4472	4598	855
8066	8241	982
8703	8826	1158
9126	9318	1282
9470	9633	1475
10273	10983	1639
11629	11655	2350
0	175	0
552	1419	176
1630	1758	1044
2702	2799	1173
3188	3298	1271
3594	3775	1382
4399	4525	1564
7993	8168	1691
8630	8753	1867
9053	9245	1991
9397	9560	2184
10200	10486	2348
0	1419	0
1630	1758	1420
2702	2799	1549
3188	3298	1647
3594	3775	1758
4399	4525	1940
7993	8168	2067
8630	8753	2243
9053	9245	2367
9397	9560	2560
10200	10493	2724
0	1369	0
1580	2749	1370
3138	3248	2540
3544	3725	2651
4349	4475	2833
7943	8118	2960
8580	8703	3136
9003	9195	3260
9347	9510	3453
10150	10440	3617
0	139	0
0	3790	0
4436	4546	3791
5555	5709	3902
6366	6488	4057
7741	7884	4180
8872	8989	4324
10932	11113	4442
14518	15577	4624
0	3790	0
4436	4546	3791
5555	5709	3902
6366	6488	4057
7741	7884	4180
8872	8989	4324
10932	11113	4442
14518	14652	4624
15367	15577	4759
0	132	0
0	497	0
1143	1253	498
2262	2416	609
3073	3195	764
4448	4591	887
5579	5696	1031
7639	7820	1149
11225	11359	1331
11546	11707	1466
0	1291	0
2225	2379	1292
8031	8209	1447
12639	12766	1626
14042	14100	1754
17523	17578	1813
20295	21211	1869
0	1291	0
2225	2379	1292
8031	8209	1447
12639	12766	1626
14042	14100	1754
17523	17578	1813
20295	20332	1869
28863	29066	1907
0	1288	0
2222	2376	1289
8028	8206	1444
12636	12763	1623
14039	14097	1751
17520	17575	1810
20292	20329	1866
28557	28736	1904
0	823	0
1041	1219	824
5649	5776	1003
7052	7110	1131
10533	10588	1190
13305	13342	1246
21873	22055	1284
0	341	0
696	898	342
4724	4840	545
7409	7588	662
9383	12372	842
0	122	0
477	492	123
568	679	139
4505	4621	251
7190	7369	368
9164	12151	548
0	122	0
477	679	123
7190	7369	326
9164	12151	506
0	115	0
2489	2611	116
4068	4229	239
5023	5052	401
8409	8488	431
13467	13575	511
18803	19033	620
21031	21189	851
23200	23268	1010
31467	31576	1079
31669	31897	1189
32961	33072	1418
36481	36581	1530
37549	37828	1631
37855	38424	1911
38551	38885	2481
38907	39261	2816
39298	39441	3171
39475	39649	3315
39725	39778	3490
39802	40156	3544
42075	42263	3899
45187	45294	4088
46004	46191	4196
47379	47496	4384
48972	49070	4502
52540	52746	4601
73397	73591	4808
75388	75460	5003
0	115	0
2489	2611	116
4068	4229	239
5023	5052	401
8409	8488	431
13467	13575	511
18803	19033	620
21031	21189	851
23200	23268	1010
31467	31576	1079
31642	31897	1189
32961	33072	1445
36481	36581	1557
37549	37813	1658
37834	38057	1923
38127	38335	2147
38369	38880	2356
38893	39552	2868
39577	39649	3528
39677	39778	3601
39802	40163	3703
42064	42263	4065
45187	45294	4265
46004	46191	4373
47379	47496	4561
48972	49070	4679
52540	52746	4778
70514	70582	4985
70987	71073	5054
73397	73591	5141
77486	77564	5336
0	21	0
8072	8221	22
8416	8660	172
9166	9688	417
0	1324	0
1925	2009	1325
2097	2150	1410
2457	2523	1464
4139	4305	1531
4964	5125	1698
5612	5721	1860
7120	7315	1970
7869	7983	2166
8621	10633	2281
0	40	0
1054	1110	41
6018	6093	98
15043	15184	174
16494	16639	316
17900	18103	462
19846	20008	666
21555	21641	829
22053	22171	916
22190	22246	1035
22274	22339	1092
0	87	0
416	578	88
612	641	251
663	884	281
5792	5867	503
14817	14958	579
16268	16413	721
17674	17877	867
19620	19782	1071
21329	21415	1234
21827	21945	1321
21964	22020	1440
22048	22113	1497
0	33	0
47	641	34
5549	5636	629
14574	14715	717
16025	16170	859
17431	17634	1005
19377	19539	1209
21086	21172	1372
21584	21870	1459
0	782	0
2432	2519	783
11457	11598	871
12908	13053	1013
14314	14517	1159
16260	16422	1363
17969	18055	1526
18467	18753	1613
0	174	0
1132	1217	175
26209	26292	261
31152	31247	345
32088	32362	441
32938	33021	716
33686	33832	800
40775	40871	947
45329	45492	1044
45696	45826	1208
46437	46597	1339
46854	46946	1500
48111	48359	1593
48452	49392	1842
0	109	0
1087	1292	110
2283	2388	316
3299	3398	422
5434	5604	522
7499	7601	693
17299	17477	796
28739	28873	975
34052	34176	1110
36274	36352	1235
37884	38009	1314
63251	63308	1440
79684	79902	1498
82764	82873	1717
0	395	0
3004	3045	396
5918	6041	438
6374	11342	562
0	395	0
3004	3045	396
5918	6041	438
6374	6451	562
6731	11342	640
0	78	0
479	545	79
1404	1485	146
2426	2480	228
4694	4745	283
5322	5424	335
7673	7730	438
7957	8048	496
8282	8412	588
8892	8991	719
10024	10104	819
19682	19708	900
19735	19791	927
23180	23301	984
25538	25628	1106
31162	31309	1197
68544	68662	1345
68688	68718	1464
68767	68978	1495
0	116	0
1288	2857	117
2923	3326	1687
3347	3753	2091
6067	6210	2498
10107	10200	2642
11015	11159	2736
14130	14274	2881
23991	24225	3026
25355	25579	3261
36624	36790	3486
40859	40993	3653
43111	43291	3788
74042	74203	3969
82592	82720	4131
167427	167678	4260
0	9	0
1706	1767	10
1810	1944	72
0	6	0
1550	1611	7
1654	1788	69
0	20	0
1005	1088	21
1131	1265	105
0	518	0
5456	5528	519
6639	6689	592
0	106	0
14276	14373	107
23010	23099	205
24694	24825	295
27346	27467	427
28964	29092	549
40083	40196	678
42474	42636	792
56701	56851	955
58057	58198	1106
59141	59235	1248
60748	60845	1343
62010	62192	1441
63259	63402	1624
65019	65155	1768
0	126	0
14258	14355	127
16975	17011	225
19864	20000	262
22992	23081	399
24676	24807	489
27328	27449	621
28946	29074	743
40065	40178	872
42456	42618	986
56683	56833	1149
58039	58180	1300
59123	59217	1442
60730	60827	1537
61992	62174	1635
63241	63384	1818
65001	66383	1962
0	85	0
14217	14314	86
16934	16970	184
19823	19959	221
22951	23040	358
24635	24766	448
27287	27408	580
28905	29033	702
40024	40137	831
42415	42577	945
56642	56792	1108
57998	58139	1259
59082	59176	1401
60689	60786	1496
61951	63343	1594
